,composer,details_url,duration,filename_xml,genre,hasError,key,name,primary_time_signature,secondary_time_signatures,source_url,tempo,year
134,L. V. Beethoven,piece-info.cgi?id=1211,192.0,../data/output/17cbc3a5bf3b16835502dbbce32d00a2388f5f61.xml,Classical,False,f minor,Sonata No. 1 (1st Movement: Allegro),4/4,[],,190.0,1794/95
135,L. V. Beethoven,piece-info.cgi?id=778,310.609756097561,../data/output/024804b44faa3215d694d47896f7e3d2c2ec5e8e.xml,Classical,False,c minor,Sonata No. 5 (1st Movement: Allegro molto e con brio),4/4,[],,164.0,late 18th Century
136,L. V. Beethoven,piece-info.cgi?id=992,255.0,../data/output/f36f4627e255f11beb8cd58d6333337a2061f068.xml,Classical,False,F major,Sonata No. 6 (1st Movement: Allegro),4/4,[],,96.0,1796-1798
137,L. V. Beethoven,piece-info.cgi?id=779,177.83132530120483,../data/output/ea1817dfeb18a6ebaf94b4c1f5c809400e439639.xml,Classical,False,c minor,Sonata No. 5 (3rd Movement: Prestissimo),4/4,[],,166.0,late 18th Century
138,L. V. Beethoven,piece-info.cgi?id=993,170.8988764044944,../data/output/a56597677101a0d35f8dee3436660a4b86364321.xml,Classical,False,f minor,Sonata No. 6 (2nd Movement: Allegretto),4/4,[],,178.0,1796-1798
139,L. V. Beethoven,piece-info.cgi?id=295,243.33333333333334,../data/output/4f2c2adc990214ffdfdbaceb00273816f4cea93d.xml,Classical,False,A- major,Sonata No. 8 “Pathétique” (2nd Movement: Adagio cantabile),4/4,[],,36.0, 
140,L. V. Beethoven,piece-info.cgi?id=994,120.81081081081082,../data/output/ca4581e4afbb5c7ae1bb8955244e226487e37ac4.xml,Classical,False,F major,Sonata No. 6 (3rd Movement: Presto),4/4,[],,148.0,1796-1798
141,L. V. Beethoven,piece-info.cgi?id=296,233.33333333333334,../data/output/a25d53663520a0e415d1bdbac4df9d5e7f27a8d2.xml,Classical,False,c minor,Sonata No. 8 “Pathétique” (3rd Movement: Rondo),4/4,[],,216.0, 
142,L. V. Beethoven,piece-info.cgi?id=276,,../data/output/406cb28ed804a3ed522988a604b605bae5b6350f.xml,Classical,True,,Sonata No. 14 “Moonlight”,,,,,1802
143,L. V. Beethoven,piece-info.cgi?id=299,375.711213699495,../data/output/38c52c886b8a0a3719012a9c3d0090198f22aa6c.xml,Classical,False,c minor,"Sonata No. 8 “Pathétique” (1st Movement: Grave, Allegro molto e con brio)",4/4,[],,33.0,1800s
144,L. V. Beethoven,piece-info.cgi?id=1509,373.3125,../data/output/29b32198f55866914104e3f1231694868fe6dec5.xml,Classical,False,d minor,Sonata No. 17 (1st Movement: Largo - Allegro),4/4,[],,40.0,1802
145,L. V. Beethoven,piece-info.cgi?id=1510,472.5,../data/output/4f27f2270f1e9f1e1d22675d627501decf42794b.xml,Classical,False,B- major,Sonata No. 17 (2nd Movement: Adagio),4/4,[],,40.0,1802
146,L. V. Beethoven,piece-info.cgi?id=912,134.69387755102042,../data/output/099d7478809a5b733e66b2a53704074d37c36442.xml,Classical,False,g minor,Sonata No. 19 (1st Movement: Andante),4/4,[],,98.0,1796-1798
147,L. V. Beethoven,piece-info.cgi?id=777,161.19402985074626,../data/output/8ca52237e9ac873138a9e58389a24264733dfa00.xml,Classical,False,G major,Sonata No. 20 (2nd Movement: Tempo di Menuetto),4/4,[],,134.0,19th Century
148,L. V. Beethoven,piece-info.cgi?id=776,206.19718309859155,../data/output/53e5888ea0c804e20d3cd69683e619b250e0108e.xml,Classical,False,G major,"Sonata No. 20 (1st Movement: Allegro, ma non troppo)",4/4,[],,142.0,19th Century
149,L. V. Beethoven,piece-info.cgi?id=913,238.06451612903226,../data/output/9a8f1293daa850ba9c369db386bf054fc8e1f559.xml,Classical,False,G major,Sonata No. 19 (2nd Movement: Rondo-Allegro),4/4,[],,124.0,1796-1798
150,L. V. Beethoven,piece-info.cgi?id=288,204.0,../data/output/bea515871761a05b8ae1b1c2eaba240bddc0157c.xml,Classical,False,C# major,Sonata No. 23 “Appassionata” (2nd Movement: Andante con moto),4/4,[],,60.0, 
151,L. V. Beethoven,piece-info.cgi?id=937,496.8685373507217,../data/output/94cd619218ed6177cf0674e1e469d59ce99ed1fa.xml,Classical,False,f minor,"Sonata No. 23 “Appassionata” (3rd Movement: Allegro, ma non troppo - Presto)",4/4,[],,134.0,1804-1805
152,L. V. Beethoven,piece-info.cgi?id=956,127.5,../data/output/b202d963369754f94531a3008cfb38b98cf8afbe.xml,Classical,False,g minor,Sonata No. 25 (2nd Movement: Andante),4/4,[],,72.0,1809
153,L. V. Beethoven,piece-info.cgi?id=1161,173.4375,../data/output/66102db074a50e13d47e9886c9100545327670d2.xml,Classical,False,F# major,Sonata No. 24 (2nd Movement: Allegro vivace),4/4,[],,128.0,1809
154,L. V. Beethoven,piece-info.cgi?id=934,309.5454545454545,../data/output/4067efce565662031b72ba244e6981fdf408422b.xml,Classical,False,D major,Six Variations,4/4,[],,88.0,1809
155,L. V. Beethoven,piece-info.cgi?id=1137,199.13636363636363,../data/output/a75ab5a60a1295e2549aae509004d43216d17bad.xml,Classical,False,F# major,Sonata No. 24 (1st Movement: Adagio cantabile),4/4,[],,40.0,1809
156,L. V. Beethoven,piece-info.cgi?id=955,149.51612903225808,../data/output/50832019fe35a95bbcd4bad76b0b56f9d409d071.xml,Classical,False,G major,Sonata No. 25 (1st Movement: Presto alla tedesca),4/4,[],,248.0,1809
157,L. V. Beethoven,piece-info.cgi?id=957,102.6086956521739,../data/output/2aadefeb7e17a6816dc7c6ba4c7f56ec4a02d1a2.xml,Classical,False,G major,Sonata No. 25 (3rd Movement: Vivace),4/4,[],,138.0,1809
158,L. V. Beethoven,piece-info.cgi?id=497,280.55555555555554,../data/output/a5a43652bb3b1fa567e325f9e85471fad3820052.xml,Classical,False,c minor,"Symphony no. 5, Piano reduction",4/4,[],,216.0,1809
159,L. V. Beethoven,piece-info.cgi?id=906,282.69230769230774,../data/output/81c22cf9115069eba330b0e365b4bcab2930cdd4.xml,Classical,False,e minor,Sonata No. 27 (1st Movement: Mit Lebhaftigkeit),4/4,[],,156.0,1814
160,L. V. Beethoven,piece-info.cgi?id=909,483.33333333333337,../data/output/e231186e58f54add1642a125b4a659ab5536644b.xml,Classical,False,E major,Sonata No. 27 (2nd Movement: Nicht zu geschwind),4/4,[],,72.0,1814
161,L. V. Beethoven,piece-info.cgi?id=939,176.3265306122449,../data/output/33bc092456649d49c7694da1662afdfa4306701a.xml,Classical,False,f minor,Prelude Op. WoO 55,4/4,[],,98.0,1787
162,L. V. Beethoven,piece-info.cgi?id=931,131.25,../data/output/ce0dc6d3c252d2ff1b21cd31ae67ea39b850264e.xml,Classical,False,a minor,Für Elise,4/4,[],,72.0,1810
163,J. A. Benda,piece-info.cgi?id=45,120.0,../data/output/68458f1e47157e40ffe1445bf480169a349bb4eb.xml,Classical,False,G major,3. Satz aus der Sonate in G-Dur,4/4,[],,60.0,18th Century
164,L. V. Beethoven,piece-info.cgi?id=904,196.07142857142856,../data/output/220059c1e63a1d971dfc46f46aa5974564b33956.xml,Classical,False,E- major,Menuett Op. WoO 82,4/4,[],,112.0,1785
165,L. V. Beethoven,piece-info.cgi?id=1024,377.7272727272727,../data/output/2efc28f7c08aa2778bf3cc0fb546d17143475be6.xml,Classical,False,C major,Seven Variations - Opus WoO 78,4/4,[],,88.0,1803
166,G. Bizet,piece-info.cgi?id=649,180.0,../data/output/ac3d6fcffc2376c3512ae866271c83f5018d4692.xml,Romantic,False,G major,Entr'acte,4/4,[],,60.0,1874
167,L. V. Beethoven,piece-info.cgi?id=498,391.6666666666667,../data/output/71ec21d3d3bf5f79823299d39f634a413ad4b30a.xml,Classical,False,G major,Rondo A Capriccio,4/4,[],,144.0,1795
168,L. V. Beethoven,piece-info.cgi?id=1022,420.003125,../data/output/c8b9a40cbe7ce7970b9f40bfb896baab4d89c860.xml,Classical,True,c minor,Sonata No. 32 (1st Movement),4/4,[],,120.0,1822
169,G. Bizet,piece-info.cgi?id=635,166.0344827586207,../data/output/a21db94dfaffbddb43155fd6c1a461b7c47bb16a.xml,Romantic,False,a minor,Carmen - Prelude,4/4,[],,116.0,1874
170,J. Blumenthal,piece-info.cgi?id=611,231.0,../data/output/08dad8a09da060975c70375bd590e26ca1ec1ac6.xml,Song,False,G major,Les Deux Anges,4/4,[],,60.0, 
171,J. Brahms,piece-info.cgi?id=794,68.27586206896552,../data/output/b226a40d2c62659688de6c4abec86e2790d57d14.xml,Romantic,False,A- major,Waltz,4/4,[],,116.0,19th C
172,J. Brahms,piece-info.cgi?id=535,279.0,../data/output/02cb61c6026c7114d828dbca69794c46e8baf6cb.xml,Romantic,False,A major,2. Intermezzo,4/4,[],,80.0,19th C.
173,C. J. Brown,piece-info.cgi?id=1450,131.66666666666669,../data/output/c4e0fac539844b5c5675b298c779ed98193018df.xml,Modern,False,b minor,Toccatina,4/4,[],,108.0,2008
174,J. F. F. Burgmüller,piece-info.cgi?id=202,36.31578947368421,../data/output/604e9f1edf9d2866cc0f70eb69537f103cc1e77a.xml,Romantic,False,C major,La Candeur,4/4,[],,152.0,19th Century
175,J. F. F. Burgmüller,piece-info.cgi?id=218,52.199999999999996,../data/output/d6086152b84f268a286657a1c144e495fd49d6fd.xml,Romantic,False,G major,La Pastorale,4/4,[],,100.0,19th Century
176,J. F. F. Burgmüller,piece-info.cgi?id=214,27.32142857142857,../data/output/11ecca33f123950c02e53b0216980bbc1808a300.xml,Romantic,False,F major,Innocence,4/4,[],,112.0,19th Century
177,J. F. F. Burgmüller,piece-info.cgi?id=203,26.05263157894737,../data/output/dd42105608447819e96dbab45156ae24fedb5fde.xml,Romantic,False,a minor,l'Arabesque,4/4,[],,152.0,19th Century
178,J. F. F. Burgmüller,piece-info.cgi?id=216,21.818181818181817,../data/output/e149973d57a5ae2c6135616488f3b70ca04f9dc2.xml,Romantic,False,G major,Le Courant Limpide,4/4,[],,176.0,19th Century
179,J. F. F. Burgmüller,piece-info.cgi?id=219,47.36842105263158,../data/output/bf6929c748ba50c1661943b6d70188054d17b3fe.xml,Romantic,False,C major,La Petite Réunion,4/4,[],,152.0,19th Century
180,J. F. F. Burgmüller,piece-info.cgi?id=217,28.799999999999997,../data/output/abe8ed083149bd66d14301792078cb9dd18c3545.xml,Romantic,False,C major,La Gracieuse,4/4,[],,100.0,19th Century
181,J. F. F. Burgmüller,piece-info.cgi?id=215,29.09090909090909,../data/output/9a3eac96efef67fbae416b227526b2d1eff4c137.xml,Romantic,False,C major,Progrès,4/4,[],,132.0,19th Century
182,J. F. F. Burgmüller,piece-info.cgi?id=220,51.3,../data/output/f0f0a0c6a141a13e532b568a10f74c34606753c5.xml,Romantic,False,C major,La Chasse,4/4,[],,200.0,19th Century
183,J. F. F. Burgmüller,piece-info.cgi?id=221,37.89473684210526,../data/output/a16323c09cefd21d2186022f7dea989d3d52e79f.xml,Romantic,False,D major,Tendre Fleur,4/4,[],,152.0,19th Century
184,J. F. F. Burgmüller,piece-info.cgi?id=222,22.78481012658228,../data/output/59b6aa5042727ef33b2043c02c796fd57b9fd173.xml,Romantic,False,C major,La Bergeronnette,4/4,[],,158.0,19th Century
185,J. F. F. Burgmüller,piece-info.cgi?id=224,42.631578947368425,../data/output/a6e1b03c87a3fd149f106d0e44a1ef960e46a7d5.xml,Romantic,False,C major,Consolation,4/4,[],,152.0,19th Century
186,J. F. F. Burgmüller,piece-info.cgi?id=225,57.0,../data/output/f5b15476844e2cdcb44c36a57f589313a6b8a1dc.xml,Romantic,False,G major,La Styrienne,4/4,[],,120.0,19th Century
187,J. F. F. Burgmüller,piece-info.cgi?id=223,53.47826086956522,../data/output/5e5f335f541b731bd1d9ab2ac1bcac735b276346.xml,Romantic,False,a minor,L'Adieu,4/4,[],,184.0,19th Century
188,J. F. F. Burgmüller,piece-info.cgi?id=227,83.07692307692307,../data/output/89ea01852ddc2f2f1ec81900fa7e8f259af46a1c.xml,Romantic,False,c minor,Ballade,4/4,[],,104.0,19th Century
189,J. F. F. Burgmüller,piece-info.cgi?id=228,34.285714285714285,../data/output/5ff482cd5412fe9db59e89b841d2d903e4d78ac2.xml,Romantic,False,g minor,Douce Plainte,4/4,[],,126.0,19th Century
190,J. F. F. Burgmüller,piece-info.cgi?id=229,29.166666666666668,../data/output/3eff061cb46226bf4ac5285ceef82309e6678b15.xml,Romantic,False,F major,La Babillarde,4/4,[],,108.0,19th Century
191,J. F. F. Burgmüller,piece-info.cgi?id=230,26.956521739130434,../data/output/18edecb78cdd3bce1df90de9eb71cf0120a286fd.xml,Romantic,False,e minor,Inquiétude,4/4,[],,138.0,19th Century
192,F. F. Chopin,piece-info.cgi?id=1895,160.79999999999998,../data/output/86e6a71dc359323d59161fb07bc41d4caf76b7d1.xml,Classical,False,f minor,"Trois Nouvelles Etudes, No. 1 F Minor",4/4,[],,100.0, 
193,J. F. F. Burgmüller,piece-info.cgi?id=972,986.0,../data/output/44d215644743ef52b79377ca06df3d3a473a0915.xml,Romantic,False,A major,EL PERDÓN DE PLOËRMEL,4/4,[],,60.0, 
194,F. F. Chopin,piece-info.cgi?id=1687,222.0,../data/output/bca642cd0ec1a23b34da49eb7c6ee52bbb143846.xml,Romantic,False,f# minor,"Mazurka: Op.6, No.1",4/4,[],,60.0,1830
195,F. F. Chopin,piece-info.cgi?id=1590,207.27272727272725,../data/output/dcd84e741d201b83df1c08a99905061172f929ed.xml,Romantic,False,E- major,Nocturne,4/4,[],,66.0,1833
196,F. F. Chopin,piece-info.cgi?id=484,83.75,../data/output/04a5efc8c37284e44d8b9877e07db93e131c2f92.xml,Romantic,False,f minor,Etüde f-moll,4/4,[],,144.0,1829-1832
197,F. F. Chopin,piece-info.cgi?id=508,81.66666666666667,../data/output/afc2ce83a1bd7b56833907f3dcd2a95f39913816.xml,Romantic,False,a minor,Etüde a-moll,4/4,[],,144.0,1828-1831
198,F. F. Chopin,piece-info.cgi?id=1955,327.2727272727273,../data/output/967913998442fbc812a9981a178abbce3c8ad7a8.xml,Romantic,False,B major,Nocturne No. 3,4/4,[],,99.0,1832
199,F. F. Chopin,piece-info.cgi?id=582,266.89655172413796,../data/output/6ae5aa2b45cbc6e3257f5f3a525d140b15c17f12.xml,Romantic,False,C# major,Nocturne No. 1 in B-flat minor,4/4,[],,116.0,1827
