,Unnamed: 0,composer,details_url,duration,filename_xml,genre,hasError,key,name,primary_time_signature,secondary_time_signatures,source_url,tempo,year
423,423.0,N. Rimsky-Korsakov,piece-info.cgi?id=1382,188.0,../data/output/154f3a2b0ea0e9ddb1d555886bdfd1fb280c0fdb.xml,Romantic,False,c# minor,Impromptu,4/4,[],,60.0,1878
424,424.0,N. Rimsky-Korsakov,piece-info.cgi?id=1530,112.0,../data/output/9027f237f25da83171bdf31375d6aca336b6e4ab.xml,Romantic,False,A major,Scherzino,4/4,[],,60.0,1878
425,425.0,N. Rimsky-Korsakov,piece-info.cgi?id=1600,171.0,../data/output/35d26b6ccf4bd6e85cc39e8da47ea2508cee8828.xml,Romantic,False,C# major,Etude,4/4,[],,60.0,1878
426,426.0,N. Rimsky-Korsakov,piece-info.cgi?id=1425,218.0,../data/output/ca575daa3a7efcbac8a73a31b05c807994503f81.xml,Romantic,False,b minor,Novellette,4/4,[],,60.0,1878
427,427.0,N. Rimsky-Korsakov,piece-info.cgi?id=1271,123.42857142857142,../data/output/d7f40bc8ae6814a0cb671538fde589f8098173d8.xml,Romantic,False,g minor,Fugue sur le nom de Bach,4/4,[],,140.0, 
428,428.0,E. Satie,piece-info.cgi?id=2026,103.5,../data/output/44fc9dec3964c9b8100aa455201ce0a99fbed1ac.xml,Modern,False,d minor,Le porteur de grosses pierres,4/4,[],,40.0,1913
429,429.0,E. Satie,piece-info.cgi?id=2025,44.16666666666667,../data/output/690d96c02c0811df21d254a9ab197fe87e58839f.xml,Modern,False,C major,Celle qui parle trop,4/4,[],,216.0,1913
430,430.0,E. Satie,piece-info.cgi?id=2027,115.5,../data/output/615e154cf141744136226b1e937fd8cdf8725707.xml,Modern,False,C major,Regrets des Enfermés (Janas et Latude),4/4,[],,80.0,1913
431,431.0,E. Satie,piece-info.cgi?id=2022,76.8,../data/output/d2b8eb8cb174a2fe00b55f91e7c7550577dacb84.xml,Modern,False,d minor,Danse maigre,4/4,[],,100.0,1913
432,432.0,E. Satie,piece-info.cgi?id=2023,75.6,../data/output/f38343e66e9fb9516f73905d033fd556dbb7f652.xml,Modern,False,a minor,Españaña,4/4,[],,200.0,1913
433,433.0,E. Satie,piece-info.cgi?id=2029,41.53846153846153,../data/output/82d83df54a7b347643b9af504de9c17400efef9f.xml,Modern,False,e minor,Ses Jambes,4/4,[],,208.0,1914
434,434.0,E. Satie,piece-info.cgi?id=2020,51.0,../data/output/2a6593bc20abbf60bf4225ea5490af9d5f92f696.xml,Modern,False,G major,Son Binocle,4/4,[],,120.0,1914
435,435.0,E. Satie,piece-info.cgi?id=39,180.0,../data/output/868a5bb0678cb3f6ed36e09f1420e752575f1426.xml,Classical,False,a minor,Gymnopédie No. 3,4/4,[],,60.0,1888
436,436.0,E. Satie,piece-info.cgi?id=38,195.0,../data/output/6eb236ee246ec22532f737588efab21b2d6d5f16.xml,Classical,False,F major,Gymnopédie No. 2,4/4,[],,60.0,1888
437,437.0,E. Satie,piece-info.cgi?id=2024,91.5,../data/output/02c1268656ddda8e7ced94f5ed8a9c7713b561d5.xml,Modern,False,C major,Tyrolienne turque,4/4,[],,120.0,1913
438,438.0,E. Satie,piece-info.cgi?id=2035,196.8,../data/output/7a2a9d2faa5adde4ca805ebd08ad33e6b9f22f9a.xml,Modern,False,f minor,Gnossienne No. 1,4/4,[],,100.0,1890
439,439.0,E. Satie,piece-info.cgi?id=37,141.0,../data/output/0b8467f67e7daa9222bff1fbf70db41dab1a8967.xml,Classical,False,D major,Gymnopédie No. 1,4/4,[],,60.0,1888
440,440.0,D. Scarlatti,piece-info.cgi?id=2104,108.0,../data/output/5bd639c05d2c1dd46e85afa39cbbe764cd29ed82.xml,Baroque,False,G major,Keyboard Sonata in G Major,4/4,[],,240.0, 
441,441.0,D. Scarlatti,piece-info.cgi?id=141,58.0,../data/output/3a72ed28be3acdac77b73701e93d4dea69fa4ec3.xml,Baroque,False,c minor,Sonata XI from the Essercizi per Gravicembalo,4/4,[],,120.0, 
442,442.0,E. Satie,piece-info.cgi?id=2021,58.75,../data/output/9db9ee4644b0c637ebaa12804307055754ea9966.xml,Modern,False,d minor,Sa Taille,4/4,[],,144.0,1914
443,443.0,D. Scarlatti,piece-info.cgi?id=139,138.0,../data/output/a40cdb4574d8a21a3d327626d9ac27fbf3209098.xml,Baroque,False,C major,Sonata in C major,4/4,[],,120.0, 
444,444.0,D. Scarlatti,piece-info.cgi?id=2088,145.0,../data/output/1d30229138f1e4a2e9e56ab754382932f88548f9.xml,Baroque,False,D major,Keyboard Sonata in D Major,4/4,[],,108.0, 
445,445.0,F. Schubert,piece-info.cgi?id=1546,249.0,../data/output/93b93e82f7eda97aefd75fc6ebc76cd7e4728e5a.xml,Romantic,False,G major,Trois Marches militaires,4/4,[],,80.0,1818
446,446.0,F. Schubert,piece-info.cgi?id=1545,272.0,../data/output/c509f547b4d89b45264af3d407d961f101237eff.xml,Romantic,False,D major,Trois Marches militaires,4/4,[],,120.0,1818
447,447.0,F. Schubert,piece-info.cgi?id=1547,384.4444444444445,../data/output/e2bf89d7b9595166e4c95f519a42063fcdeb0c0a.xml,Romantic,False,E- major,Trois Marches militaires,4/4,[],,108.0,1818
448,448.0,F. Schubert,piece-info.cgi?id=1023,117.0,../data/output/795d55578e15da8a00c76735cbf9bedd4bba4c0c.xml,Romantic,False,f minor,Moments Musicaux No. 3 in F Minor,4/4,[],,80.0,1823
449,449.0,F. Schubert,piece-info.cgi?id=758,162.63322368421052,../data/output/070b8000c881e2ed9410fe445b1d6468e6ca0d58.xml,Romantic,True,b minor,Ungarische Melodie,4/4,[],,76.0,1824/Sep/02
450,450.0,F. Schubert,piece-info.cgi?id=1195,434.0490196078431,../data/output/dc61a18bc14eb0b2539dd6619aadae638cbcb9ba.xml,Romantic,False,A- major,Impromptu in As-dur,4/4,[],,100.0,1827
451,451.0,F. Schubert,piece-info.cgi?id=1193,353.6193181818182,../data/output/25051ce583dc4cd06bfb81e79093147cb41eca31.xml,Romantic,True,F# major,Impromptu in Ges-dur,4/4,[],,120.0,1827
452,452.0,F. Schubert,piece-info.cgi?id=1551,320.15345107077644,../data/output/e0533df3a07a5b945235c193ada3fd6eca7f95f7.xml,Romantic,False,e- minor,Impromptu in Es-dur,4/4,[],,160.0,1827
453,453.0,F. Schubert,piece-info.cgi?id=1192,568.1614964840815,../data/output/c98aae05ed1110cbadcabbd97ce4c6065193fb73.xml,Romantic,False,c minor,Impromptu in c-moll,4/4,[],,88.0,1827
454,454.0,F. Schubert,piece-info.cgi?id=1194,547.7575757575756,../data/output/c2d6d96f6133bb1e51f76ae6fe97713a620747c5.xml,Romantic,False,f minor,Impromptu in f-moll,4/4,[],,110.0,1827
455,455.0,F. Schubert,piece-info.cgi?id=1721,664.2,../data/output/0b65fcf8c9ae9088d6d1e22c3bfbd319f096ef12.xml,Romantic,False,B- major,Impromptu in B-dur,4/4,[],,80.0,1827
456,456.0,F. Schubert,piece-info.cgi?id=1689,394.50416666666666,../data/output/ea1ba1a756c6ff7c6b3a0b28dcc3cad60011e733.xml,Romantic,True,f minor,Impromptu in f-moll,4/4,[],,120.0,1827
457,457.0,F. Schubert,piece-info.cgi?id=1552,457.26923076923083,../data/output/d7f85418806418d5bb0c4b5646976670d755a280.xml,Romantic,False,c# minor,Impromptu in As-dur,4/4,[],,60.0,1827
458,458.0,R. Schumann,piece-info.cgi?id=354,36.66666666666667,../data/output/c22b50c3bb90341daba6d2a841d4afc41987ae87.xml,Romantic,False,G major,Kinderscenen - Von fremden Ländern und Menschen,4/4,[],,72.0,18th C.
459,459.0,R. Schumann,piece-info.cgi?id=355,64.28571428571428,../data/output/4b1da7fa803681cdeb5acc12d34f75e34126d06b.xml,Romantic,False,D major,Kinderscenen - Curiose Geschichte,4/4,[],,112.0,18th C.
460,460.0,R. Schumann,piece-info.cgi?id=365,21.724137931034484,../data/output/10300622b4d2d24c9a315fbbe49a744aafab4719.xml,Romantic,False,e minor,Kinderscenen - Hasche-Mann,4/4,[],,116.0,18th C.
461,461.0,R. Schumann,piece-info.cgi?id=366,34.0,../data/output/2b96dded1d160997e71b5b19b3b61c3f80e5f763.xml,Romantic,False,D major,Kinderscenen - Bittendes Kind,4/4,[],,60.0,18th C.
462,462.0,R. Schumann,piece-info.cgi?id=372,35.714285714285715,../data/output/a281c7eb7461edbd80aa1e10348f4ac6402eb7d4.xml,Romantic,False,D major,Kinderscenen - Glückes genug,4/4,[],,84.0,18th C.
463,463.0,R. Schumann,piece-info.cgi?id=374,36.0,../data/output/dbc2917f185b20cd01502818aaea8b2115078bcb.xml,Romantic,False,A major,Kinderscenen - Wichtige Begebenheit,4/4,[],,120.0,18th C.
464,464.0,R. Schumann,piece-info.cgi?id=504,140.75223676382794,../data/output/5704544ab3e646c09d1cf202441963e2d1bef784.xml,Romantic,False,F major,Kinderscenen - Traümerei,4/4,[],,60.0,18th C.
465,465.0,R. Schumann,piece-info.cgi?id=314,122.4,../data/output/bc78858984f64d121d88b6d87cc666bbec37e852.xml,Romantic,False,F# major,Romanzen,4/4,[],,50.0, 
466,466.0,R. Schumann,piece-info.cgi?id=647,96.0,../data/output/78f2dc023dc1139a4a4234a1bac079ea8a34b8f0.xml,Romantic,False,C major,Album pour la jeunesse - 1.Mélodie ,4/4,[],,60.0,1848
467,467.0,R. Schumann,piece-info.cgi?id=650,48.0,../data/output/c43e91491af1a9d31b6a12032d7ab0963cfa168e.xml,Romantic,False,G major,Album pour la jeunesse - 2.Marche militaire ,4/4,[],,120.0,1848
468,468.0,R. Schumann,piece-info.cgi?id=651,96.0,../data/output/3cafba95291df523afa13523ee9ab2d85b7d44a9.xml,Romantic,False,C major,Album pour la jeunesse - 3.Chanson fredonnée,4/4,[],,60.0,1848
469,469.0,R. Schumann,piece-info.cgi?id=653,88.23529411764706,../data/output/17d355221f879afe7c255c822a21885349ba04dd.xml,Romantic,False,C major,Album pour la jeunesse - 5.Petite pièce ,4/4,[],,68.0,1848
470,470.0,R. Schumann,piece-info.cgi?id=782,93.74474053295931,../data/output/200ca4510f4caf9bfe0fcd9abcae31c2061ab5f6.xml,Romantic,False,G major,Album pour la jeunesse - 4.Un choral ,4/4,[],,92.0,1848
471,471.0,R. Schumann,piece-info.cgi?id=691,72.0,../data/output/5812258c7e06990f904ffbbfd925ce1857efc6ff.xml,Romantic,False,F major,Album pour la jeunesse - 7.Chanson du chasseur ,4/4,[],,140.0,1848
472,472.0,R. Schumann,piece-info.cgi?id=687,98.79166666666666,../data/output/8aa7451a36cd4c96ee120fe0a491c49bb18f915a.xml,Romantic,False,a minor,Album pour la jeunesse - 6.Pauvre orpheline ,4/4,[],,40.0,1848
473,473.0,R. Schumann,piece-info.cgi?id=655,37.89473684210526,../data/output/5772cc8cf9d52133cc99b6c3d2949123422febe1.xml,Romantic,False,a minor,Album pour la jeunesse - 8.Le cavalier sauvage ,4/4,[],,152.0,1848
474,474.0,R. Schumann,piece-info.cgi?id=675,95.5238095238095,../data/output/eda8695d4361ebebdf9eaeaf346cbe22a771bc58.xml,Romantic,False,d minor,Album pour la jeunesse - 9.Chanson populaire ,4/4,[],,60.0,1848
475,475.0,R. Schumann,piece-info.cgi?id=784,106.66666666666666,../data/output/7a0d08922855bffbab6af9d402937e7b933be150.xml,Romantic,False,a minor,Album pour la jeunesse - 12.Le Père Fouettard ,4/4,[],,126.0,1848
476,476.0,R. Schumann,piece-info.cgi?id=659,48.0,../data/output/8581d5486b3adb452069004289d408b5801c9f90.xml,Romantic,False,F major,Album pour la jeunesse - 10.Le gai laboureur ,4/4,[],,100.0,1848
477,477.0,R. Schumann,piece-info.cgi?id=783,123.95454545454544,../data/output/93188745f78e7b1328bf353a60762b7dec614758.xml,Romantic,False,a minor,Album pour la jeunesse - 11.Sicilienne ,4/4,[],,110.0,1848
478,478.0,R. Schumann,piece-info.cgi?id=676,78.62407862407862,../data/output/9bc8d414937fa9dee7cd6c4fd3c34825241bed68.xml,Romantic,False,e minor,Album pour la jeunesse - 16.Premier chagrin ,4/4,[],,74.0,1848
479,479.0,R. Schumann,piece-info.cgi?id=786,108.0,../data/output/45925936fd4c35b398e376c88f451deb160ec121.xml,Romantic,False,G major,Album pour la jeunesse - 14.Petite Etude ,4/4,[],,160.0,1848
480,480.0,R. Schumann,piece-info.cgi?id=662,270.35568055133274,../data/output/c3834f9b49503b62dd9daf36c04fdfbd5ea655b5.xml,Romantic,False,E major,"Album pour la jeunesse - 13.Mai, cher Mai, ... ",4/4,[],,52.0,1848
481,481.0,R. Schumann,piece-info.cgi?id=787,97.89473684210527,../data/output/38a737b627227dc9c08c28d70cb488089248d902.xml,Romantic,False,a minor,Album pour la jeunesse - 25.Echos du Théâtre ,4/4,[],,76.0,1848
482,482.0,R. Schumann,piece-info.cgi?id=663,60.92307692307693,../data/output/a7f8d3eaeb877a5ad995aa4f49f8812594f3714b.xml,Romantic,False,C major,Album pour la jeunesse - 18.Chant des moissonneurs ,4/4,[],,130.0,1848
483,483.0,R. Schumann,piece-info.cgi?id=788,138.46153846153848,../data/output/ddb9c4b6cac31f029dc1f29aa14501079a40f642.xml,Romantic,False,F major,Album pour la jeunesse - 26. * * * * * ,4/4,[],,78.0,1848
484,484.0,R. Schumann,piece-info.cgi?id=692,206.67124446434792,../data/output/050749d1e6cc2b73c7e71ded80cfc1149db6853b.xml,Romantic,False,a minor,Album pour la jeunesse - 32.Sheherazade ,4/4,[],,64.0,1848
485,485.0,R. Schumann,piece-info.cgi?id=688,80.84848484848486,../data/output/f9e8187b9a86ca5e1422b9a24716454807ff00b2.xml,Romantic,False,g minor,Album pour la jeunesse - 36.Chant de marins italiens ,4/4,[],,30.0,1848
486,486.0,A. Scriabin,piece-info.cgi?id=1029,135.0,../data/output/b49a33e36bca725cbd38efebf2f8bf6cb5185ac0.xml,Classical,False,c# minor,Etude,4/4,[],,60.0, 
487,487.0,A. Scriabin,piece-info.cgi?id=759,186.37484574249282,../data/output/72222d15ba7f35628d20cfd2c7e2dd4b189a6f5e.xml,Romantic,False,B major,Préludes opus 16 - 1. ,4/4,[],,120.0,composer's dates
488,488.0,A. Scriabin,piece-info.cgi?id=760,57.0,../data/output/bcbb69c8d1670d81399f6f79b70eea18369ca7ae.xml,Romantic,False,g# minor,Préludes opus 16 - 2. ,4/4,[],,80.0,composer's dates
489,489.0,A. Scriabin,piece-info.cgi?id=1779,42.857142857142854,../data/output/6f41c621a28c4876d70c08d684817d35c75636e9.xml,Romantic,False,C major,Prelude,4/4,[],,140.0, 
490,490.0,A. Scriabin,piece-info.cgi?id=762,49.09090909090909,../data/output/5b972aa4c01956860ea1c8e76d65a19b26566984.xml,Romantic,False,e- minor,Préludes opus 16 - 4. ,4/4,[],,44.0,composer's dates
491,491.0,A. Scriabin,piece-info.cgi?id=761,133.33333333333331,../data/output/3871378f943aa227f458851ad985aa6927fe3914.xml,Romantic,False,F# major,Préludes opus 16 - 3. ,4/4,[],,63.0,composer's dates
492,492.0,A. Scriabin,piece-info.cgi?id=763,34.285714285714285,../data/output/03360106806c8d3138b1ba6b5cd022c4d1d8ba87.xml,Romantic,False,F# major,Préludes opus 16 - 5. ,4/4,[],,63.0,composer's dates
493,493.0,A. Scriabin,piece-info.cgi?id=445,88.57142857142857,../data/output/cca121874ecd77e1a6bc1b16f876d2463a22c390.xml,Romantic,False,F major,Prelude,4/4,[],,126.0,1910
494,494.0,A. Sidwell,piece-info.cgi?id=834,26.4,../data/output/b0007bfaeb0c926b6eee78f0f108e7351a259c40.xml,Jazz,False,C major,Little Toy Lost,4/4,[],,100.0,2006/Aug/23
495,495.0,A. Sidwell,piece-info.cgi?id=910,76.0,../data/output/fca089216393e8e6867ca08012a73189101ff5a7.xml,Romantic,False,D major,Miniature No.2,4/4,[],,60.0,2007/Jan/18
496,496.0,J. P. Sousa,piece-info.cgi?id=600,98.66666666666666,../data/output/072c52a813ec7cb22c16d8ebec2ecb2c56440fb4.xml,Classical,False,F major,El Capitan,4/4,[],,180.0,1895
497,497.0,J. P. Sousa,piece-info.cgi?id=609,141.6,../data/output/7713e8c370105d34882d114d1b592ccb315bf90d.xml,Classical,False,B- major,Hands across the Sea,4/4,[],,200.0,1899/Mar
498,498.0,J. P. Sousa,piece-info.cgi?id=608,145.2,../data/output/be71b469aa797b65412f9a388ae5028f571b617f.xml,Classical,False,B- major,Hail to the Spirit of Liberty,4/4,[],,200.0,1900/Mar
499,499.0,J. P. Sousa,piece-info.cgi?id=634,147.6,../data/output/997c00533b87df788d149dda701796367db3efff.xml,Classical,False,A- major,King Cotton,4/4,[],,200.0,1895/July/28
500,500.0,J. P. Sousa,piece-info.cgi?id=623,194.4,../data/output/f9748dc28819b5ccb6bbf8ec9b95568e59b9dd73.xml,Classical,False,B- major,The Gladiator,4/4,[],,200.0,1886
501,501.0,J. P. Sousa,piece-info.cgi?id=624,208.0,../data/output/7e851865b89e288e79b5fd9f2469b29e03438748.xml,Classical,False,G major,The Invincible Eagle,4/4,[],,180.0,1901
502,502.0,J. P. Sousa,piece-info.cgi?id=625,190.8,../data/output/0582387903f38ae24fd6f1b5c552ce3fa33bcb03.xml,Classical,False,B- major,The Liberty Bell March,4/4,[],,200.0,1893
503,503.0,J. P. Sousa,piece-info.cgi?id=1410,116.0,../data/output/7384f8acad06ba457d2ac63e3e07e00db1e0c942.xml,March,False,G major,Transit of Venus March,4/4,[],,180.0,20 Aug 1896
504,504.0,Spagnoletti,piece-info.cgi?id=682,60.0,../data/output/83664a33ffb8af77519ff59ab2afb6149ffd0139.xml,Popular / Dance,False,E- major,The Countess of Farnham's Waltz,4/4,[],,60.0,c1860
505,505.0,Spagnoletti,piece-info.cgi?id=677,34.285714285714285,../data/output/2c41c814c4ad81ae5d320e5cfff2c3db6b5cd054.xml,Popular / Dance,False,F major,La Dorset,4/4,[],,168.0,c1860
506,506.0,A. V. Stanchinsky,piece-info.cgi?id=1957,402.5,../data/output/78a584aa35bf97ef62ec20a83bfbee4f33ad6d47.xml,Classical,False,c minor,Prelude in Lydian Mode,4/4,[],,18.0,1908
507,507.0,J. Strauss Jr.,piece-info.cgi?id=519,39.6,../data/output/9124245b146ae265db62af8723d66b334330279b.xml,Romantic,False,C major,The Blue Danube Waltz (main theme),4/4,[],,150.0,1867
508,508.0,J. P. Sousa,piece-info.cgi?id=1321,152.0,../data/output/3322588382f1f028202b0ff1f8d442b6368de2c7.xml,March,False,C major,The Washington Post,4/4,[],,180.0, 
509,509.0,J. P. Sousa,piece-info.cgi?id=626,212.0,../data/output/c4dbdca313a5099505d92d1e7a810371843011b6.xml,Classical,False,A- major,The Stars and Stripes Forever,4/4,[],,240.0,1896
510,510.0,J. Strauss Jr.,piece-info.cgi?id=610,193.0,../data/output/604d6612a04aa0afd34ac83927a37cabd9a5af77.xml,Song,False,G major,Thunder and Lightning,4/4,[],,120.0, 
511,511.0,P. I. Tchaikovsky,piece-info.cgi?id=1171,257.5,../data/output/f32eb606954c6c78c3abe6b085104d8ce30ad1a1.xml,Romantic,False,e minor,The Seasons: January,4/4,[],,72.0, 
512,512.0,P. I. Tchaikovsky,piece-info.cgi?id=2032,69.67741935483872,../data/output/f3f5c2fa19155f0a34425965280ad6cd44411c9b.xml,Romantic,False,G major,Morning Prayer,4/4,[],,62.0,1878
513,513.0,P. I. Tchaikovsky,piece-info.cgi?id=1806,41.14285714285714,../data/output/30808007d64591c57e6998cd5508912dc630e4f5.xml,March,False,D major,March of the Wooden Soldiers,4/4,[],,140.0, 
514,514.0,P. I. Tchaikovsky,piece-info.cgi?id=2080,56.57142857142857,../data/output/01ac435205298048ba529eedd9b2d30a15f1c949.xml,Classical,False,g minor,Old French Song,4/4,[],,70.0,1878
515,515.0,P. I. Tchaikovsky,piece-info.cgi?id=1398,281.6666666666667,../data/output/987b11295bbc0cc9fa06a9192204af8c2f6f8102.xml,Romantic,False,D major,The Seasons: February,4/4,[],,72.0, 
516,516.0,P. I. Tchaikovsky,piece-info.cgi?id=803,331.6666666666667,../data/output/7999a9f69f0c10b0f84a1ceaaa50639ef55acf6e.xml,Romantic,False,b minor,The Seasons: August,4/4,[],,108.0, 
517,517.0,P. I. Tchaikovsky,piece-info.cgi?id=341,574.0270833333333,../data/output/ac557cd9873577bc8a2e9ebb7a1f6795980b1189.xml,Romantic,True,c minor,Doumka,4/4,[],,60.0,1886
518,518.0,Traditional,piece-info.cgi?id=815,43.2,../data/output/3e0adaec1525c4a38143f0392ac604c04f7ebbad.xml,Folk,False,g minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 1",4/4,[],,100.0, 
519,519.0,Traditional,piece-info.cgi?id=820,57.6,../data/output/2f79701e32c1d9a3bb5c378ce05e8ee7f3a596ca.xml,Folk,False,F major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 2",4/4,[],,100.0, 
520,520.0,Traditional,piece-info.cgi?id=823,50.4,../data/output/f497e1de33d1d6e17a6195f71a5cfe07d1f341a7.xml,Folk,False,a minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 3",4/4,[],,100.0, 
521,521.0,Traditional,piece-info.cgi?id=826,57.6,../data/output/2c8274dd4f31418792bdf6894c2d552dcffc02bf.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 4",4/4,[],,100.0, 
522,522.0,Traditional,piece-info.cgi?id=827,36.0,../data/output/c594e22f00e928d5eba331d653e2ae0c0428361c.xml,Folk,False,F major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 5",4/4,[],,100.0, 
523,523.0,Traditional,piece-info.cgi?id=829,36.0,../data/output/3e2153a5d39f420551bb69392f72375d43a8dc0d.xml,Folk,False,g minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 7",4/4,[],,100.0, 
524,524.0,Traditional,piece-info.cgi?id=816,43.2,../data/output/1a805b2ec69397edc984a8a0b8e78602975c4fd2.xml,Folk,False,C major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 10",4/4,[],,100.0, 
525,525.0,Traditional,piece-info.cgi?id=830,57.6,../data/output/baee3e19d9ef2fcc071d973ca138d4ecd4ef5045.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 8",4/4,[],,100.0, 
526,526.0,Traditional,piece-info.cgi?id=831,68.39999999999999,../data/output/c42fee47047ff2d53314ed6d0295597bc25ba3c6.xml,Folk,False,F major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 9",4/4,[],,100.0, 
527,527.0,Traditional,piece-info.cgi?id=817,57.6,../data/output/d1909ba54fe138e33466d3a3c9c00463ced3df16.xml,Folk,False,a minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 11",4/4,[],,100.0, 
528,528.0,Traditional,piece-info.cgi?id=818,36.0,../data/output/2a05ed58cbb3bd4e384ea04ced231b0b862e243e.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 12",4/4,[],,80.0, 
529,529.0,Traditional,piece-info.cgi?id=819,28.8,../data/output/e1a5fbce35c2a6958aad518620f4dbd2e2210b09.xml,Folk,False,G major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 13",4/4,[],,100.0, 
530,530.0,Traditional,piece-info.cgi?id=828,28.8,../data/output/7d8fa63f2536c51c7f0fbe194884a2d677c137ab.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 6",4/4,[],,100.0, 
531,531.0,Traditional,piece-info.cgi?id=836,28.8,../data/output/1910d0e52929d0c74a97b74e3e9803f16aad0c20.xml,Folk,False,g minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 14",4/4,[],,100.0, 
532,532.0,Traditional,piece-info.cgi?id=858,57.6,../data/output/4a206b14733db2ce78e18b74f9478d60631f9323.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 17",4/4,[],,100.0, 
533,533.0,Traditional,piece-info.cgi?id=859,18.0,../data/output/daedcd34a55048cd7d9651e84c6690ae54fb0a87.xml,Folk,False,a minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 18",4/4,[],,100.0, 
534,534.0,Traditional,piece-info.cgi?id=860,57.6,../data/output/23b707f38d8e26876496cd2a26ac56958a5e6885.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 19",4/4,[],,100.0, 
535,535.0,Traditional,piece-info.cgi?id=821,60.631578947368425,../data/output/5f27ba10aa42fe636d9734fd89588ab0777edbb6.xml,Folk,False,G major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 22",4/4,[],,95.0, 
536,536.0,Traditional,piece-info.cgi?id=822,65.45454545454545,../data/output/c8bec6d47f986e890480a8c81e29473453be95e0.xml,Folk,False,G major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 23",4/4,[],,110.0, 
537,537.0,Traditional,piece-info.cgi?id=861,28.8,../data/output/92021b93a32c421f7fc7fdd9fdf67ad634cc89a1.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 20",4/4,[],,100.0, 
538,538.0,Traditional,piece-info.cgi?id=857,36.0,../data/output/4278aa4596171a6bf098d3bc7987d4f861eec060.xml,Folk,False,G major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 16",4/4,[],,100.0, 
539,539.0,Traditional,piece-info.cgi?id=837,57.6,../data/output/e7c57b958e575862704d79eeac1737edc59baf3a.xml,Folk,False,F major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 15",4/4,[],,100.0, 
540,540.0,Traditional,piece-info.cgi?id=862,28.8,../data/output/c8e240743aa0f7e84549ae7599c0e513bd4cd549.xml,Folk,False,a minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 26",4/4,[],,100.0, 
541,541.0,Traditional,piece-info.cgi?id=863,36.0,../data/output/749b606217f0f41c4b922bfe1b693fe80d914fb9.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 27",4/4,[],,100.0, 
542,542.0,Traditional,piece-info.cgi?id=824,93.1764705882353,../data/output/223908b7dfb6a71c16676abd405def0ad6299705.xml,Folk,False,C major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 31",4/4,[],,85.0, 
543,543.0,Traditional,piece-info.cgi?id=865,28.8,../data/output/5fdb310cbcb385b543282a90170e6dfb398d5dd4.xml,Folk,False,A major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 30",4/4,[],,100.0, 
544,544.0,Traditional,piece-info.cgi?id=866,28.8,../data/output/ce75109f6c15f1485770e52a6b09b2808919c5b3.xml,Folk,False,C major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 34",4/4,[],,100.0, 
545,545.0,Traditional,piece-info.cgi?id=825,81.0,../data/output/d5094525bd1c15a3518e95bc0e1f844c256a8171.xml,Folk,False,B- major,"Traditioner af Swenska Folk-Dansar, 1st part, nr 33",4/4,[],,80.0, 
546,546.0,Traditional,piece-info.cgi?id=832,72.0,../data/output/4e145334f0fe249412e711dbc825e5a09fd08941.xml,Folk,False,d minor,"Traditioner af Swenska Folk-Dansar, 2nd part, nr 15",4/4,[],,70.0, 
547,547.0,Traditional,piece-info.cgi?id=838,43.2,../data/output/24beaae24494f7b9698e8e2f0b1d0b27152df77f.xml,Folk,False,G major,"Traditioner af Swenska Folk-Dansar, 2nd part, nr 27",4/4,[],,100.0, 
548,548.0,Traditional,piece-info.cgi?id=839,86.39999999999998,../data/output/83f0ca5029f38f39e2ec30326329db127e455482.xml,Folk,False,D major,"Traditioner af Swenska Folk-Dansar, 2nd part, nr 30",4/4,[],,100.0, 
549,549.0,Traditional,piece-info.cgi?id=864,23.4,../data/output/5f081192e886412d9a4ed2cad1b59faf82ac4b02.xml,Folk,False,a minor,"Traditioner af Swenska Folk-Dansar, 1st part, nr 29",4/4,[],,100.0, 
